id	team	year	stats_league	is_pitcher	is_new	is_foreign	games_played	plate_appearances	singles	doubles	triples	home_runs	strikeouts	bases_on_balls	runs
3450	sei	2012	npb	false	false	false	86	364	64	8	2	1	51	26	43
612	han	2012	npb	true	false	false	6	22	4	0	0	1	3	3	4
611	yak	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
621	sei	2012	npb	true	false	false	10	231	45	12	0	6	24	8	26
3717	nip	2012	npb	true	false	true	26	695	130	19	3	10	66	56	66
4184	yok	2012	jhs	true	true	false	0	0	0	0	0	0	0	0	0
798	yak	2012	npb	true	false	false	1	5	0	0	0	0	1	2	0
808	lot	2012	npb	false	false	false	78	262	34	21	0	3	63	15	16
795	lot	2012	npb	true	false	false	13	61	8	1	3	0	10	3	6
3930	nip	2012	npb	true	false	false	3	18	4	0	0	0	3	2	2
3347	sft	2012	npb	false	false	false	108	30	4	2	0	0	7	1	20
807	han	2012	npb	true	false	false	1	21	5	0	0	0	1	0	1
4205	hir	2012	juniv	false	true	false	0	0	0	0	0	0	0	0	0
2223	hir	2012	npb	true	false	false	5	15	2	0	0	0	1	1	1
1885	yom	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1927	orx	2012	npb	false	false	false	51	172	29	11	0	1	23	8	11
620	rak	2012	npb	true	false	false	2	25	2	2	0	1	3	8	6
802	yok	2012	npb	false	false	false	12	25	4	1	0	0	9	2	0
726	sft	2012	npb	true	false	false	9	61	6	1	1	1	17	3	5
3539	hir	2012	npb	true	false	false	42	193	25	8	4	1	46	19	21
4331	yak	2012	juniv	true	true	false	0	0	0	0	0	0	0	0	0
1852	rak	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
3155	hir	2012	npb	false	false	false	106	349	69	6	1	0	53	14	30
793	sei	2012	npb	true	false	false	21	106	21	2	2	2	17	6	11
2640	yok	2012	npb	false	false	false	108	354	71	13	1	3	35	16	24
3108	orx	2012	npb	true	false	false	19	322	59	20	2	5	60	22	42
806	yom	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
4138	rak	2012	jhs	false	true	false	0	0	0	0	0	0	0	0	0
800	sei	2012	npb	true	false	false	21	564	94	21	4	12	106	39	65
801	orx	2012	npb	true	false	false	68	289	50	9	2	5	74	15	23
3463	yok	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
792	lot	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1883	yak	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
4563	lot	2012	unknown	true	true	true	0	0	0	0	0	0	0	0	0
970	sft	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
877	orx	2012	kbo	false	true	true	0	570	122	26	1	27	60	63	76
3647	yak	2012	npb	true	false	true	65	247	31	5	2	2	69	22	15
3613	yom	2012	npb	true	false	true	0	0	0	0	0	0	0	0	0
3134	han	2012	npb	false	false	false	63	92	11	3	0	1	14	1	2
4371	yom	2012	milb	true	true	true	0	0	0	0	0	0	0	0	0
2549	sft	2012	npb	false	false	false	88	303	54	16	0	12	38	29	26
1015	sei	2012	npb	true	false	false	55	510	72	24	4	5	86	16	39
2734	yak	2012	npb	false	false	false	51	63	8	2	0	1	8	6	2
4343	lot	2012	juniv	true	true	false	0	0	0	0	0	0	0	0	0
1017	hir	2012	npb	false	false	false	131	495	76	16	4	9	105	44	48
1890	yom	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
4313	yom	2012	jhs	true	true	false	0	0	0	0	0	0	0	0	0
1031	chu	2012	npb	false	false	false	4	8	1	0	0	0	4	0	0
3504	yak	2012	npb	true	false	false	63	252	38	6	1	5	43	12	23
4004	hir	2012	npb	false	false	false	52	51	8	3	0	0	8	5	0
1010	han	2012	npb	false	false	false	47	62	10	1	1	0	6	3	13
1011	orx	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1013	sei	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4551	ies-il-kagawa	2012	unknown	true	true	true	0	0	0	0	0	0	0	0	0
3340	sft	2012	npb	true	false	false	33	133	21	6	0	2	33	8	11
1041	hir	2012	npb	false	false	false	68	204	43	6	1	3	20	8	15
1020	rak	2012	npb	false	false	false	14	30	2	1	0	0	10	1	3
1021	nip	2012	npb	true	false	false	56	216	27	8	1	2	58	19	11
4302	lot	2012	kbo	true	true	true	0	0	0	0	0	0	0	0	0
1008	hir	2012	npb	true	false	false	31	864	132	27	5	14	192	43	61
1026	yak	2012	npb	false	false	false	2	2	0	0	0	0	2	0	0
1029	chu	2012	npb	false	false	false	10	13	3	0	0	0	4	0	2
4316	nip	2012	jhs	false	true	false	0	0	0	0	0	0	0	0	0
1034	yok	2012	npb	false	false	false	47	116	17	4	1	0	15	4	9
1035	lot	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
3141	hir	2012	npb	false	false	false	38	63	8	3	0	0	12	4	9
1036	yom	2012	npb	false	false	false	20	19	1	0	0	0	4	0	2
1037	sei	2012	npb	true	false	false	26	85	13	2	1	1	11	3	7
1043	han	2012	npb	true	false	false	3	20	4	0	0	0	3	1	0
1879	yok	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
2972	rak	2012	npb	false	false	false	76	215	35	15	0	2	27	8	18
1040	sei	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1022	yak	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
3538	nip	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1024	sft	2012	npb	false	false	false	144	582	85	31	7	25	128	41	77
1019	yak	2012	npb	true	false	false	27	575	101	28	3	8	91	46	64
1028	yak	2012	npb	true	false	false	27	135	28	3	0	4	19	10	12
3017	chu	2012	npb	false	false	false	11	9	0	0	0	0	5	1	0
2746	lot	2012	npb	false	false	false	27	74	12	1	0	0	24	1	2
1899	sft	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1016	yok	2012	npb	true	false	false	5	72	11	3	0	2	9	13	8
4122	han	2012	jhs	true	true	false	0	0	0	0	0	0	0	0	0
4326	yok	2012	jindust	false	true	false	0	0	0	0	0	0	0	0	0
4067	yok	2012	npb	true	false	true	12	98	13	5	0	1	17	8	3
1014	yak	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
4066	orx	2012	npb	true	false	true	7	135	27	5	0	2	22	10	17
3758	rak	2012	npb	false	false	false	139	572	95	34	2	9	94	26	51
1093	orx	2012	npb	false	false	false	82	125	20	1	0	0	19	6	19
1085	sft	2012	npb	true	false	false	60	211	31	4	0	3	45	10	7
4553	nip	2012	unknown	true	true	true	0	0	0	0	0	0	0	0	0
4309	yom	2012	jhs	true	true	false	0	0	0	0	0	0	0	0	0
3119	yak	2012	npb	false	false	false	52	97	20	2	0	0	20	8	6
2689	yok	2012	npb	false	false	false	48	153	20	3	1	1	42	8	13
1088	han	2012	npb	false	false	false	20	34	3	3	1	1	8	1	2
1877	chu	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
2560	chu	2012	npb	false	false	false	142	595	89	19	0	10	89	64	46
1090	nip	2012	jindust	true	true	false	0	0	0	0	0	0	0	0	0
3708	han	2012	npb	true	false	true	25	616	100	21	2	6	122	45	50
2947	yak	2012	npb	false	false	false	14	19	2	0	0	0	1	2	0
1067	yom	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1062	yak	2012	npb	false	false	false	54	16	1	0	0	0	2	0	15
1063	yom	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4121	rak	2012	jhs	false	true	false	0	0	0	0	0	0	0	0	0
1066	nip	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4350	hir	2012	jhs	false	true	false	0	0	0	0	0	0	0	0	0
2195	yak	2012	npb	false	false	false	28	45	11	1	0	0	7	5	2
2817	lot	2012	npb	false	false	false	32	43	4	1	1	1	10	1	5
1072	orx	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1057	sei	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
3341	chu	2012	npb	true	false	false	44	149	29	6	3	0	25	7	17
1053	lot	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4390	yak	2012	unknown	false	true	true	0	0	0	0	0	0	0	0	0
1073	yak	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1054	sft	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4383	hir	2012	unknown	true	true	true	0	0	0	0	0	0	0	0	0
3477	lot	2012	npb	true	false	false	3	65	17	3	1	2	3	6	13
1047	rak	2012	npb	true	false	false	23	102	13	3	2	1	13	4	9
1970	yok	2012	npb	true	false	false	18	463	74	12	1	9	74	31	39
1069	nip	2012	npb	true	false	false	61	218	30	5	0	3	56	14	15
1061	orx	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
4188	sft	2012	juniv	true	true	false	0	0	0	0	0	0	0	0	0
4042	yak	2012	npb	false	false	false	136	518	123	17	1	2	37	17	30
1070	sei	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4323	rak	2012	jindust	true	true	false	0	0	0	0	0	0	0	0	0
3152	yom	2012	npb	false	false	false	144	592	85	28	1	20	103	44	65
1103	yak	2012	npb	true	false	false	15	352	58	8	0	10	60	30	45
1106	chu	2012	npb	true	false	false	7	37	6	1	0	2	7	3	4
3710	han	2012	npb	false	false	true	142	606	142	24	1	13	76	24	66
1104	nip	2012	npb	false	false	false	52	23	7	0	0	0	6	0	10
2767	hir	2012	npb	false	false	false	13	17	2	1	0	0	2	1	1
3501	orx	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1124	hir	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1125	hir	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1126	hir	2012	npb	true	false	false	3	57	10	1	1	0	4	7	6
1127	nip	2012	npb	true	false	false	2	47	7	2	0	1	7	4	3
1128	rak	2012	npb	false	false	false	91	283	57	7	2	1	35	19	20
3462	sei	2012	npb	true	false	false	7	35	9	0	0	0	3	1	4
3795	yok	2012	npb	false	false	false	62	126	19	3	1	1	27	9	6
1138	chu	2012	npb	false	false	false	26	50	10	1	0	0	12	2	1
2631	yom	2012	npb	false	false	false	11	23	1	0	0	1	9	0	1
1144	lot	2012	juniv	true	true	false	0	0	0	0	0	0	0	0	0
3050	sei	2012	npb	false	false	false	144	622	63	30	0	48	134	79	97
1131	yak	2012	npb	false	false	false	13	6	2	0	0	0	0	0	1
3366	lot	2012	npb	true	false	false	26	765	136	34	3	15	151	18	75
3454	sft	2012	npb	false	false	false	3	0	0	0	0	0	0	0	1
1136	nip	2012	npb	false	false	false	8	1	0	0	0	0	1	0	2
3492	chu	2012	npb	true	false	false	6	126	19	5	0	5	26	4	19
1137	hir	2012	npb	true	false	false	2	36	5	5	0	0	4	3	6
1139	nip	2012	npb	false	false	false	143	572	73	32	2	18	133	31	49
1140	sei	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1142	han	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1143	hir	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1145	orx	2012	npb	true	false	false	28	660	94	22	1	11	119	69	58
1148	sei	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1149	yom	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1150	yak	2012	npb	true	false	false	1	13	4	3	0	0	1	0	5
2888	sft	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1154	yom	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1123	sft	2012	npb	false	false	false	33	52	7	1	0	0	11	0	6
1113	hir	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1158	nip	2012	npb	true	false	false	2	9	2	0	0	0	1	2	2
1132	yak	2012	juniv	true	true	false	0	0	0	0	0	0	0	0	0
1157	lot	2012	npb	false	false	false	68	167	29	3	0	2	38	12	11
1121	yom	2012	npb	false	false	false	2	2	0	0	0	0	1	0	0
1116	yok	2012	npb	false	false	false	99	198	32	8	0	1	58	11	18
4317	sei	2012	jhs	false	true	false	0	0	0	0	0	0	0	0	0
4348	hir	2012	jindies	false	true	false	0	0	0	0	0	0	0	0	0
1147	hir	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
3778	nip	2012	npb	false	false	false	10	0	0	0	0	0	0	0	0
3118	orx	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
3655	chu	2012	npb	true	false	true	31	840	137	20	2	12	149	49	63
1112	rak	2012	npb	true	false	false	16	420	61	21	0	10	77	26	39
2946	sei	2012	npb	false	false	false	144	633	124	27	1	16	93	44	82
3205	rak	2012	npb	false	false	false	43	82	9	3	0	2	13	2	8
3136	hir	2012	npb	true	false	false	19	99	18	4	0	3	22	8	14
1117	rak	2012	npb	false	false	false	2	2	0	0	0	0	1	0	1
1118	lot	2012	npb	true	false	false	24	112	24	2	1	2	19	6	14
1897	sft	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1119	sft	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1120	hir	2012	npb	false	false	false	64	34	6	1	0	0	4	0	7
3079	orx	2012	npb	false	false	false	12	3	0	0	0	0	2	0	2
1189	sei	2012	npb	true	false	false	4	20	4	2	0	2	3	0	5
1194	hir	2012	juniv	true	true	false	0	0	0	0	0	0	0	0	0
1191	han	2012	npb	false	false	false	2	1	0	0	0	0	0	0	0
1187	orx	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
3510	yom	2012	npb	true	false	false	12	56	8	3	1	0	10	3	5
2831	yak	2012	npb	false	false	false	26	15	2	0	0	0	3	0	3
3518	han	2012	npb	true	false	false	29	799	109	27	7	8	186	55	59
1192	han	2012	npb	false	false	false	4	4	0	0	0	0	1	0	0
1193	chu	2012	npb	false	false	false	78	174	24	8	2	2	40	6	18
1162	orx	2012	npb	true	false	false	25	537	89	12	0	8	106	26	49
1855	yak	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
4315	han	2012	jhs	false	true	false	0	0	0	0	0	0	0	0	0
1167	nip	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
2600	yok	2012	npb	false	false	false	45	70	12	2	0	1	18	5	8
1169	orx	2012	npb	true	false	false	3	18	5	2	0	0	4	2	4
4345	yok	2012	jindies	false	true	false	0	0	0	0	0	0	0	0	0
1170	han	2012	npb	true	false	false	21	96	14	3	0	0	21	4	6
1171	rak	2012	npb	false	false	false	63	26	3	0	0	0	4	1	15
1163	rak	2012	npb	false	false	false	1	1	0	0	0	0	1	0	0
4311	chu	2012	jhs	true	true	false	0	0	0	0	0	0	0	0	0
1180	orx	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
2650	nip	2012	npb	false	false	false	55	117	24	2	0	3	22	13	12
1173	lot	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1179	yak	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
3401	yom	2012	npb	true	false	false	37	504	75	15	3	7	91	39	30
2002	sei	2012	npb	true	false	false	22	566	80	17	2	5	104	41	44
1160	sft	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4337	nip	2012	juniv	false	true	false	0	0	0	0	0	0	0	0	0
1239	sei	2012	npb	false	false	false	36	86	18	4	0	0	8	7	7
1244	yom	2012	npb	false	false	false	12	28	3	1	0	0	9	0	4
1236	nip	2012	npb	false	false	false	102	272	40	11	1	3	44	14	25
2759	sei	2012	npb	false	false	false	26	70	11	1	0	0	11	6	0
1233	lot	2012	npb	true	false	false	1	11	2	0	0	1	1	4	5
3863	lot	2012	npb	false	false	false	48	111	19	5	0	1	26	7	10
1249	sft	2012	npb	true	false	false	9	133	13	7	0	2	33	4	9
1237	chu	2012	npb	true	false	false	1	22	6	1	0	2	2	1	7
2938	yok	2012	npb	true	false	false	14	59	6	4	0	3	9	10	13
1232	lot	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
4333	yak	2012	jindust	true	true	false	0	0	0	0	0	0	0	0	0
3001	hir	2012	npb	true	false	false	6	129	21	5	1	1	15	7	7
1248	lot	2012	npb	true	false	false	34	497	96	19	0	8	78	23	49
1225	sft	2012	npb	true	false	false	23	293	42	6	0	4	51	25	22
1226	orx	2012	npb	false	false	false	127	501	81	15	2	1	66	52	36
1227	yom	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1869	yok	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
1867	yok	2012	npb	true	false	false	71	184	28	7	1	4	36	15	19
1231	sei	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
3473	lot	2012	npb	false	false	false	64	200	31	6	0	2	44	13	10
1251	nip	2012	npb	true	false	false	3	42	12	3	0	1	5	2	7
3004	hir	2012	npb	true	false	false	7	46	9	1	0	0	8	3	2
1245	sft	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1241	chu	2012	npb	false	false	false	96	355	60	6	4	3	50	29	25
1243	yok	2012	npb	true	false	false	3	24	4	0	0	0	1	2	2
2620	chu	2012	npb	false	false	false	40	69	10	0	0	0	15	5	0
2510	yom	2012	npb	false	false	false	83	314	51	12	0	5	66	27	21
1205	lot	2012	npb	false	false	false	23	103	20	4	0	0	6	7	14
1887	yom	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
2644	chu	2012	npb	true	false	false	1	8	0	0	0	0	3	0	0
1204	lot	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
2698	sft	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1203	chu	2012	npb	true	false	false	1	3	0	0	0	0	1	0	0
1206	chu	2012	npb	true	false	false	6	48	7	2	0	5	8	6	16
1201	yom	2012	npb	true	false	false	42	163	21	4	1	1	43	18	14
1272	rak	2012	npb	false	false	false	51	102	17	4	1	1	31	16	7
3192	nip	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
4130	yok	2012	jhs	false	true	false	0	0	0	0	0	0	0	0	0
1261	sei	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1256	chu	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
3942	sft	2012	mlb	true	true	false	0	0	0	0	0	0	0	0	0
1255	orx	2012	npb	false	false	false	134	550	86	26	0	16	116	39	61
1257	lot	2012	npb	false	false	false	144	635	143	7	4	0	66	28	68
4202	rak	2012	juniv	false	true	false	0	0	0	0	0	0	0	0	0
3350	sei	2012	npb	true	false	false	49	226	33	5	2	1	40	27	15
3523	han	2012	npb	false	false	false	7	4	0	0	0	0	2	0	0
3158	sei	2012	npb	true	false	false	17	80	16	5	1	1	16	8	7
1263	sei	2012	npb	false	false	false	2	3	0	0	0	0	3	0	0
2372	lot	2012	npb	true	false	false	19	321	62	12	1	6	31	22	38
3157	yak	2012	npb	true	false	false	6	31	10	0	0	0	2	5	5
3376	yak	2012	npb	true	false	false	65	287	52	7	1	5	61	20	28
3202	sei	2012	npb	false	false	true	80	205	24	9	0	7	44	16	11
1265	yom	2012	npb	true	false	false	14	218	51	6	1	4	33	13	20
3737	lot	2012	npb	true	false	true	4	111	21	4	0	1	15	6	13
4387	sft	2012	unknown	true	true	true	0	0	0	0	0	0	0	0	0
4381	sft	2012	unknown	false	true	true	0	0	0	0	0	0	0	0	0
4378	sft	2012	unknown	true	true	true	0	0	0	0	0	0	0	0	0
3674	rak	2012	npb	true	false	true	34	225	44	6	1	1	46	16	16
2929	yok	2012	npb	false	false	false	137	515	97	12	1	23	72	30	39
3727	yok	2012	npb	false	false	true	38	135	14	5	0	6	44	7	11
4389	yak	2012	unknown	true	true	true	0	0	0	0	0	0	0	0	0
3694	yom	2012	npb	true	false	true	41	174	29	5	0	1	36	19	15
4097	lot	2012	npb	true	false	true	62	297	54	5	1	2	48	19	17
3372	yom	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
240	sei	2012	npb	false	false	false	122	365	59	7	1	2	79	11	20
251	sft	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
239	lot	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
3043	yom	2012	npb	true	false	false	23	676	88	25	1	8	177	49	40
2501	yom	2012	npb	false	false	false	90	68	9	2	0	0	13	4	24
2842	hir	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
245	lot	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
248	hir	2012	npb	false	false	false	1	1	0	0	0	0	0	0	0
236	nip	2012	npb	false	false	false	50	110	13	3	1	0	21	5	9
232	yok	2012	npb	true	false	false	17	373	58	19	0	16	52	32	52
4106	lot	2012	juniv	false	true	false	0	0	0	0	0	0	0	0	0
3779	orx	2012	npb	false	false	false	89	171	24	7	0	0	34	5	11
3494	chu	2012	npb	true	false	false	55	181	29	5	0	0	20	19	9
156	han	2012	npb	false	false	false	104	218	43	5	3	0	31	12	27
4355	yom	2012	juniv	true	true	false	0	0	0	0	0	0	0	0	0
175	yok	2012	npb	false	false	false	85	350	64	10	1	4	54	45	31
1864	yak	2012	npb	true	false	false	10	203	34	13	2	4	36	15	28
164	rak	2012	npb	false	false	false	129	421	62	16	1	2	85	30	33
2220	hir	2012	npb	false	false	false	54	141	20	9	1	2	19	14	13
167	orx	2012	jindust	false	true	false	0	0	0	0	0	0	0	0	0
1895	han	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4342	rak	2012	juniv	false	true	false	0	0	0	0	0	0	0	0	0
2776	yak	2012	unknown	true	true	false	0	0	0	0	0	0	0	0	0
169	chu	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
170	han	2012	npb	false	false	false	11	11	1	0	0	0	4	0	0
4362	sft	2012	jindies	true	true	false	0	0	0	0	0	0	0	0	0
172	sft	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
189	sft	2012	jhs	false	true	false	0	0	0	0	0	0	0	0	0
183	hir	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
4346	rak	2012	jindies	false	true	false	0	0	0	0	0	0	0	0	0
157	orx	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
184	hir	2012	npb	true	false	false	17	395	70	11	5	8	49	28	50
186	rak	2012	npb	true	false	false	24	638	103	24	3	14	113	34	53
190	han	2012	npb	true	false	false	2	7	1	0	0	0	1	0	0
193	hir	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
2769	yok	2012	npb	true	false	false	7	172	34	9	0	4	20	14	23
4340	orx	2012	jindust	false	true	false	0	0	0	0	0	0	0	0	0
4168	sft	2012	npb	false	false	true	0	0	0	0	0	0	0	0	0
2038	yok	2012	npb	true	false	false	67	175	23	11	1	2	35	12	10
2095	rak	2012	npb	true	false	false	6	122	23	5	0	1	18	12	13
3417	hir	2012	npb	false	false	false	7	14	1	0	0	0	4	0	0
3383	yok	2012	npb	false	false	false	49	59	8	3	1	0	21	0	5
3648	nip	2012	npb	false	false	true	95	373	53	15	0	20	90	26	45
230	hir	2012	npb	false	false	false	52	232	30	7	2	2	34	23	34
4335	chu	2012	khs	true	true	false	0	0	0	0	0	0	0	0	0
4386	chu	2012	unknown	true	true	true	0	0	0	0	0	0	0	0	0
3627	han	2012	npb	true	false	true	25	634	106	18	3	9	116	46	50
4384	hir	2012	unknown	false	true	true	0	0	0	0	0	0	0	0	0
4080	chu	2012	npb	true	false	true	22	311	51	8	2	4	59	19	18
1894	han	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
3167	orx	2012	npb	false	false	false	144	651	145	20	7	3	77	54	84
4339	orx	2012	jindust	true	true	false	0	0	0	0	0	0	0	0	0
2926	sei	2012	npb	true	false	false	16	98	16	5	0	3	12	9	11
119	sei	2012	npb	false	false	false	71	214	34	10	1	2	42	8	20
131	yak	2012	npb	true	false	false	15	425	62	16	0	6	83	41	34
2948	sei	2012	npb	false	false	false	42	57	4	1	0	1	10	2	4
117	yom	2012	npb	false	false	false	144	624	104	27	2	16	91	37	69
4395	yok	2012	milb	false	true	true	0	0	0	0	0	0	0	0	0
2984	yom	2012	npb	true	false	false	53	214	50	11	1	4	18	8	25
2686	yom	2012	npb	false	false	false	20	24	4	0	0	2	10	0	3
1878	sft	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
113	hir	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
2833	rak	2012	npb	true	false	false	17	71	13	3	1	2	15	2	10
128	yok	2012	npb	true	false	false	10	18	4	0	0	0	4	3	2
132	yom	2012	npb	true	false	false	29	786	117	16	2	14	174	45	53
2710	lot	2012	npb	false	false	false	109	397	61	8	1	5	91	40	28
126	nip	2012	npb	false	false	false	8	7	1	0	0	0	5	0	1
4186	yok	2012	jhs	true	true	false	0	0	0	0	0	0	0	0	0
4364	sft	2012	jindust	false	true	false	0	0	0	0	0	0	0	0	0
3360	han	2012	npb	false	false	false	3	5	0	0	0	0	4	0	0
4078	hir	2012	npb	true	false	true	57	232	30	7	1	2	82	16	10
129	yak	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
115	nip	2012	npb	true	false	false	60	233	27	9	2	1	36	16	12
3458	rak	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
109	yom	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
1875	nip	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
110	chu	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
111	sei	2012	npb	false	false	false	36	9	2	0	0	0	2	1	10
3543	orx	2012	npb	false	false	false	35	81	16	1	0	0	30	3	5
112	nip	2012	npb	true	false	false	19	472	97	18	2	5	62	35	41
4111	han	2012	jhs	true	true	false	0	0	0	0	0	0	0	0	0
3387	sei	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4173	orx	2012	npb	false	false	true	80	317	55	11	0	9	103	25	34
1898	sft	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
2585	han	2012	npb	false	false	false	100	255	50	7	0	2	55	28	15
135	chu	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
136	nip	2012	npb	false	false	false	2	3	0	0	0	0	0	0	0
153	sft	2012	npb	true	false	false	26	699	110	20	8	10	150	31	57
94	yom	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
98	yom	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4354	yom	2012	jindies	true	true	false	0	0	0	0	0	0	0	0	0
4341	orx	2012	jhs	false	true	false	0	0	0	0	0	0	0	0	0
100	orx	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
4349	hir	2012	juniv	true	true	false	0	0	0	0	0	0	0	0	0
2283	yok	2012	npb	false	false	false	34	63	11	1	0	0	9	4	6
3191	nip	2012	npb	false	false	false	76	202	33	9	1	1	24	3	12
2887	rak	2012	npb	false	false	false	91	332	58	6	2	1	42	17	25
99	sft	2012	juniv	false	true	false	0	0	0	0	0	0	0	0	0
1870	yok	2012	npb	false	false	false	0	0	0	0	0	0	0	0	0
104	yok	2012	npb	false	false	false	40	160	17	10	0	8	51	13	16
1872	hir	2012	npb	true	false	false	4	22	4	1	0	0	0	4	4
96	rak	2012	npb	true	false	false	6	52	6	1	2	1	7	7	7
4366	lot	2012	npb	false	false	true	0	0	0	0	0	0	0	0	0
4193	chu	2012	juniv	true	true	false	0	0	0	0	0	0	0	0	0
3070	orx	2012	npb	false	false	false	8	16	1	1	0	0	4	1	0
95	nip	2012	npb	true	false	false	0	0	0	0	0	0	0	0	0
3386	han	2012	npb	true	false	false	12	57	10	2	0	1	12	4	2
93	yom	2012	npb	false	false	false	13	20	1	1	0	0	5	1	1
3039	orx	2012	npb	true	false	false	25	705	138	19	1	4	112	43	67
83	yom	2012	npb	false	false	false	73	128	15	4	0	0	26	4	13
4385	rak	2012	unknown	false	true	true	0	0	0	0	0	0	0	0	0
85	hir	2012	jhs	true	true	false	0	0	0	0	0	0	0	0	0
4322	sei	2012	jindust	true	true	false	0	0	0	0	0	0	0	0	0
4359	yak	2012	juniv	true	true	false	0	0	0	0	0	0	0	0	0
